CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
mix_56	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_57	NA	0	NA	NA	0	NA	NA	NA	NA
mix_58	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_59	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_60	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_61	NA	NA	NA	NA	NA	NA	NA	NA	NA
mix_62	NA	NA	NA	NA	NA	NA	NA	NA	NA
mix_63	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_64	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_65	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_66	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_67	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_68	NA	0	NA	NA	0	NA	NA	NA	NA
mix_69	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_70	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_71	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_72	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_73	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_74	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_75	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_76	NA	0	NA	NA	0	NA	NA	NA	NA
mix_77	NA	0	NA	NA	NA	NA	NA	NA	NA
mix_78	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_79	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_80	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_81	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_82	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_83	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_84	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_85	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_86	NA	0	NA	NA	0	NA	NA	NA	NA
mix_87	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_88	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_89	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_90	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_91	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_92	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_93	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_94	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_95	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_96	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_97	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_98	NA	NA	NA	NA	0	NA	NA	NA	NA
mix_99	NA	NA	NA	NA	NA	NA	NA	NA	NA
mix_100	NA	NA	NA	NA	0	NA	NA	NA	NA
