B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
mix_15	0.2472	0	0	0.0032	0	0	0	0	0.1338	0.0502	0.0585	0	0	0	0	0	0	0.507	0	0	0
mix_16	0.1393	0	0	0.0022	0	0	0	0	0.2723	0	0.0638	0	0	0	0	0.2925	0	0.2299	0	0	0
mix_17	0.4694	0	0	0.0225	0	0	0	0	0	0	3e-04	0	0	0	0	0.3176	0	0.1902	0	0	0
mix_18	0.0193	0	0	0.0126	0	0	0	0	0.7076	0	0.0598	0	0	0	0	0	0	0.2007	0	0	0
mix_19	0.1622	0	0	0	0	0	0	0	0.4168	0	0.0704	0	0	0	0	0.0503	0	0.3003	0	0	0
mix_20	0.0974	0	0	0.0324	0	0	0	0	0	0	0.0046	0	0	0	0	0.3077	0	0.5579	0	0	0
mix_21	0.211	0	0	0	0	0	0	0	0.2436	0	0.0617	0	0	0	0	0.2497	0	0.234	0	0	0
mix_22	0.1872	0	0	0	0	0	0	0	0.3723	0	0.0751	0	0	0	0	0	0	0.3654	0	0	0
mix_23	0.2249	0	0	0.0068	0	0	0	0	0.4022	0	0.0652	0	0	0	0	0.2315	0	0.0694	0	0	0
mix_24	0	0	0	1e-04	0	0	0	0	0.717	0.0335	0.0679	0	0	0	0	0	0	0.1815	0	0	0
mix_25	0	0	0	0.005	0	0	0	0	0.446	0	0.0597	0	0	0	0	0.3685	0	0.1208	0	0	0
mix_26	0	0	0	0.0383	0	0	0	0	0.0129	0.0638	0.0247	0	0	0	0	0.2876	0	0.5727	0	0	0
mix_27	0.2245	0	0	0	0	0	0	0	0.5393	0.1	0.0899	0	0	0	0	0	0	0.0463	0	0	0
mix_28	0.1748	0	0	0.0299	0	0	0	0	0	0	0.0201	0	0	0	0	0.3387	0	0.4364	0	0	0
mix_29	0.0705	0	0	0	0	0	0	0	0.4079	0	0.0714	0	0	0	0	0.077	0	0.3733	0	0	0
mix_30	0.1128	0	0	0	0	0	0	0	0.395	0	0.0678	0	0	0	0	0.1017	0	0.3226	0	0	0
mix_31	0.0598	0	0	0	0	0	0	0	0.4327	0	0.0664	0	0	0	0	0.2423	0	0.1989	0	0	0
mix_32	0.1108	0	0	0.0044	0	0	0	0	0.3219	0	0.0592	0	0	0	0	0.1926	0	0.3109	0	0	0
mix_33	0.1288	0	0	0.0017	0	0	0	0	0.4462	0	0.0714	0	0	0	0	0.1179	0	0.2339	0	0	0
mix_34	0	0	0	0	0	0	0	0	0.604	0	0.0628	0	0	0	0	0	0	0.3332	0	0	0
mix_35	0.0513	0	0	0	0	0	0	0	0.4703	0	0.0668	0	0	0	0	0.0175	0	0.394	0	0	0
mix_36	0.2449	0	0	0.0116	0	0	0	0	0.2218	0	0.062	0	0	0	0	0.3159	0	0.1438	0	0	0
mix_37	0.2358	0	0	0.0021	0	0	0	0	0.2652	0	0.0672	0	0	0	0	0.379	0	0.0508	0	0	0
mix_38	0.0612	0	0	0.0297	0	0	0	0	0.0935	0	0.0378	0	0	0	0	0.3277	0	0.45	0	0	0
mix_39	0.2614	0	0	0.0196	0	0	0	0	0.1317	0	0.0507	0	0	0	0	0.0277	0	0.5089	0	0	0
mix_40	0.1418	0	0	0.0073	0	0	0	0	0.4338	0	0.0692	0	0	0	0	0.2204	0	0.1275	0	0	0
mix_41	0	0	0	1e-04	0	0	0	0	0.5494	0	0.0637	0	0	0	0	0	0	0.3868	0	0	0
mix_42	0.3087	0	0	0.0208	0	0	0	0	0.0116	0	0.0453	0	0	0	0	0.2935	0	0.32	0	0	0
mix_43	0	0	0	0	0	0	0	0	0.2956	0	0.0539	0	0	0	0	0.1	0	0.5504	0	0	0
mix_44	0	0	0	0.0182	0	0	0	0	0.268	0	0.0456	0	0	0	0	0.2511	0	0.4172	0	0	0
mix_45	0	0	0	0.0037	0	0	0	0	0.406	0	0.0587	0	0	0	0	0.4216	0	0.1101	0	0	0
mix_46	0.13	0	0	0.0057	0	0	0	0	0.153	0	0.0494	0	0	0	0	0.1435	0	0.5184	0	0	0
mix_47	0.1533	0	0	0	0	0	0	0	0.4315	0	0.073	0	0	0	0	0.1953	0	0.147	0	0	0
mix_48	0.205	0	0	0	0	0	0	0	0.5748	0.1377	0.0825	0	0	0	0	0	0	0	0	0	0
mix_49	0.1608	0	0	0	0	0	0	0	0.4664	0	0.0746	0	0	0	0	0	0	0.2982	0	0	0
mix_50	0.2364	0	0	0.0157	0	0	0	0	0.1359	0	0.0502	0	0	0	0	0.4781	0	0.0837	0	0	0
mix_51	0.184	0	0	0	0	0	0	0	0.5144	0.0568	0.0814	0	0	0	0	0	0	0.1634	0	0	0
mix_52	0.3199	0	0	0.0195	0	0	0	0	0.0578	0	0.0517	0	0	0	0	0.1615	0	0.3896	0	0	0
mix_53	0.1855	0	0	0	0	0	0	0	0.4841	0	0.0791	0	0	0	0	0	0	0.2512	0	0	0
mix_54	0.3075	0	0	0.0122	0	0	0	0	0.0544	0	0.0465	0	0	0	0	0.2528	0	0.3266	0	0	0
mix_55	0.1659	0	0	0	0	0	0	0	0.4762	0	0.0758	0	0	0	0	0	0	0.2821	0	0	0
mix_56	0.0995	0	0	0.0091	0	0	0	0	0.3055	0	0.0577	0	0	0	0	0.4719	0	0.0562	0	0	0
mix_57	0	0	0	0	0	0	0	0	0.4647	0	0.0673	0	0	0	0	0.1182	0	0.3499	0	0	0
mix_58	0.1112	0	0	0.0089	0	0	0	0	0.2672	0	0.0619	0	0	0	0	0.1548	0	0.396	0	0	0
mix_59	0	0	0	0	0	0	0	0	0.5259	0	0.0614	0	0	0	0	0	0	0.4127	0	0	0
mix_60	0.2619	0	0	0	0	0	0	0	0.3362	0	0.0746	0	0	0	0	0.2396	0	0.0877	0	0	0
mix_61	0.2438	0	0	0.0395	0	0	0	0	0	0	0.0187	0	0	0	0	0.5898	0	0.1082	0	0	0
mix_62	0.1744	0	0	0.0254	0	0	0	0	0.0888	0	0.0409	0	0	0	0	0.3315	0	0.3391	0	0	0
mix_63	0	0	0	0	0	0	0	0	0.5093	0	0.0637	0	0	0	0	0.1219	0	0.305	0	0	0
mix_64	0.1764	0	0	0.0085	0	0	0	0	0.4609	0	0.0707	0	0	0	0	0.2833	0	2e-04	0	0	0
mix_65	0.0864	0	0	0	0	0	0	0	0.3188	0.0427	0.0624	0	0	0	0	0.0233	0	0.4664	0	0	0
mix_66	0.1773	0	0	0	0	0	0	0	0.5162	0.0615	0.0816	0	0	0	0	0	0	0.1635	0	0	0
mix_67	0.2714	0	0	0.0194	0	0	0	0	0.056	0	0.0457	0	0	0	0	0.1594	0	0.4481	0	0	0
mix_68	0.032	0	0	0.0216	0	0	0	0	0.1799	0	0.0337	0	0	0	0	0.106	0	0.6268	0	0	0
mix_69	0.1634	0	0	0.0028	0	0	0	0	0.4778	0	0.0738	0	0	0	0	0.1952	0	0.0869	0	0	0
mix_70	0.274	0	0	0	0	0	0	0	0.3586	0.2451	0.0886	0	0	0	0	0	0	0.0337	0	0	0
mix_71	0.281	0	0	0.0098	0	0	0	0	0.5849	0	0.077	0	0	0	0	0	0	0.0473	0	0	0
mix_72	0.3887	0	0	0.0168	0	0	0	0	0.1549	0	0.0608	0	0	0	0	0.3166	0	0.0622	0	0	0
mix_73	0.2502	0	0	0	0	0	0	0	0.2838	0.0451	0.0685	0	0	0	0	0	0	0.3525	0	0	0
mix_74	0.1862	0	0	0	0	0	0	0	0.3563	0	0.0745	0	0	0	0	0.1626	0	0.2204	0	0	0
mix_75	0.1807	0	0	0.005	0	0	0	0	0.5553	1e-04	0.0789	0	0	0	0	0	0	0.18	0	0	0
mix_76	0.0142	0	0	0.0024	0	0	0	0	0.2642	0	0.063	0	0	0	0	0.147	0	0.5092	0	0	0
mix_77	0.0729	0	0	0.0347	0	0	0	0	0.029	0	0.0269	0	0	0	0	0.4177	0	0.4188	0	0	0
mix_78	0.1274	0	0	0	0	0	0	0	0.4812	0	0.072	0	0	0	0	0	0	0.3194	0	0	0
mix_79	0	0	0	0.0038	0	0	0	0	0.5555	0	0.0625	0	0	0	0	0.124	0	0.2542	0	0	0
mix_80	0.2433	0	0	0	0	0	0	0	0.2767	0	0.0653	0	0	0	0	0.3461	0	0.0686	0	0	0
mix_81	0.1083	0	0	0.008	0	0	0	0	0.2704	0	0.0556	0	0	0	0	0.4837	0	0.074	0	0	0
mix_82	0.1647	0	0	0	0	0	0	0	0.4304	0	0.0695	0	0	0	0	0.1014	0	0.234	0	0	0
mix_83	0.1388	0	0	0.0022	0	0	0	0	0.5398	0	0.078	0	0	0	0	0	0	0.2413	0	0	0
mix_84	0.1514	0	0	0.0062	0	0	0	0	0.3119	0	0.0632	0	0	0	0	0.3222	0	0.1452	0	0	0
mix_85	0.1026	0	0	0.0073	0	0	0	0	0.3074	0	0.0578	0	0	0	0	0.3813	0	0.1436	0	0	0
mix_86	0.0199	0	0	0.0206	0	0	0	0	0.1635	0	0.0461	0	0	0	0	0.352	0	0.3979	0	0	0
mix_87	0.0641	0	0	0.0094	0	0	0	0	0.402	0	0.0593	0	0	0	0	0.4271	0	0.0382	0	0	0
mix_88	0.1391	0	0	0.004	0	0	0	0	0.2371	0	0.0601	0	0	0	0	0.1973	0	0.3624	0	0	0
mix_89	0.1188	0	0	0.0291	0	0	0	0	0.11	0	0.0344	0	0	0	0	0.3447	0	0.3628	0	0	0
mix_90	0.044	0	0	0	0	0	0	0	0.443	0	0.0633	0	0	0	0	0.2947	0	0.1549	0	0	0
mix_91	0.114	0	0	0.003	0	0	0	0	0.5236	0.0282	0.0719	0	0	0	0	0	0	0.2592	0	0	0
mix_92	0.1099	0	0	0.003	0	0	0	0	0.4211	0	0.0674	0	0	0	0	0.2786	0	0.1199	0	0	0
mix_93	0	0	0	0.0136	0	0	0	0	0.7706	0	0.0608	0	0	0	0	0	0	0.155	0	0	0
mix_94	0	0	0	0	0	0	0	0	0.591	0.0335	0.0652	0	0	0	0	0	0	0.3102	0	0	0
mix_95	0.1811	0	0	0	0	0	0	0	0.4977	0.096	0.0822	0	0	0	0	0	0	0.143	0	0	0
mix_96	0.1371	0	0	0	0	0	0	0	0.4583	0.1338	0.077	0	0	0	0	0	0	0.1939	0	0	0
mix_97	0.0863	0	0	0	0	0	0	0	0.4774	0	0.0686	0	0	0	0	0.1054	0	0.2623	0	0	0
mix_98	0.1461	0	0	0.004	0	0	0	0	0.4488	0	0.0692	0	0	0	0	0.1779	0	0.154	0	0	0
mix_99	0.1127	0	0	0.0184	0	0	0	0	0	0	0	0	0	0	0	0.6054	0	0.2635	0	0	0
mix_100	0.118	0	0	4e-04	0	0	0	0	0.3891	0	0.07	0	0	0	0	0.2452	0	0.1773	0	0	0
