naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
mix_25	0.1232	0	0.5017	0.36	0	0	0	0.0152
mix_26	0.0902	0.0378	0.4631	0.0772	0.1078	0.0499	0	0.1739
mix_27	0.1205	0	0.3116	0.4456	0.067	0.0014	0	0.0539
mix_28	0.1268	0	0.4108	0.3233	0.049	2e-04	0	0.0899
mix_29	0.1277	0	0.2194	0.4383	0.0992	0.0026	0	0.1128
mix_30	0.0971	0	0.5071	0.3205	0.0125	0	0	0.0627
mix_31	0.1155	0	0.4513	0.254	0.0647	0.0042	0	0.1105
mix_32	0.0937	0	0.5456	0.2723	0.0477	0	0	0.0406
mix_33	0.1257	0	0.51	0.1663	0.0899	0.0305	0	0.0777
mix_34	0.129	0.0158	0.3358	0.107	0.1336	0.0559	0	0.2229
mix_35	0.0928	0	0.4339	0.3109	0.0367	0	0	0.1257
mix_36	0.0776	0.0281	0.3673	0.2878	0.0838	0.0189	0	0.1365
mix_37	0.1129	0.0092	0.3504	0.183	0.1087	0.0399	0	0.1959
mix_38	0.1138	0.0214	0.2818	0.2667	0.1126	0.044	0	0.1597
mix_39	0.1198	0	0.3993	0.3431	0.0387	0	0	0.099
mix_40	0.0985	0	0.4605	0.231	0.0635	0.0269	0	0.1197
mix_41	0.0777	0.0678	0.3604	0.1558	0.1274	0.0463	0	0.1646
mix_42	0.1006	0.013	0.6403	0.1702	0.0054	0	0	0.0705
mix_43	0.0981	0.0452	0.4291	0.1052	0.1261	0.0428	0	0.1536
mix_44	0.1468	0	0.3476	0.3462	0.0758	0.0092	0	0.0744
mix_45	0.1055	0	0.2931	0.345	0.0778	0	0	0.1787
mix_46	0.0968	0.0268	0.4136	0.172	0.1024	0.057	0	0.1313
mix_47	0.1455	0.0218	0.2545	0.0624	0.1753	0.0868	0	0.2537
mix_48	0.1072	0.018	0.5382	0.1591	0.0792	0.0095	0	0.0888
mix_49	0.0994	0	0.3119	0.3141	0.122	0.0295	0.004	0.119
mix_50	0.0936	0	0.4036	0.3525	0.0314	0	0	0.119
mix_51	0.079	0.084	0.392	0.0525	0.1236	0.0584	0	0.2107
mix_52	0.1148	0.0177	0.3644	0.1536	0.1198	0.0469	0	0.1827
mix_53	0.1462	0.0389	0.3563	0.1466	0.1266	0.0476	0	0.1378
mix_54	0.0938	0.0287	0.4761	0.2412	0.056	0.0198	0	0.0844
mix_55	0.1166	0	0.5528	0.1037	0.0855	0.0185	0	0.1228
mix_56	0.1032	0	0.541	0.2604	0.0619	0	0	0.0335
mix_57	0.0971	0	0.4172	0.4108	0.0169	0	0	0.058
mix_58	0.1077	0	0.3988	0.3059	0.0566	0.0182	0	0.1128
mix_59	0.0857	0.0906	0.2914	0.1327	0.1394	0.0508	0	0.2095
mix_60	0.1268	0	0.4884	0.1878	0.07	0.0338	0	0.0932
mix_61	0.0692	0.0548	0.3937	0.2672	0.0838	0.0104	0	0.1208
mix_62	0.1105	0.0031	0.3628	0.1732	0.1286	0.0484	0	0.1734
mix_63	0.0992	0	0.4531	0.2924	0.0555	0.0091	0	0.0907
mix_64	0.1319	0.0495	0.2365	0.0754	0.1535	0.0784	0	0.2748
mix_65	0.1191	0.0313	0.3348	0.1436	0.1339	0.0591	0	0.1781
mix_66	0.1367	0	0.2518	0.2519	0.1387	0.0333	0	0.1875
mix_67	0.1516	0	0.2286	0.402	0.1013	0.0284	0	0.0881
mix_68	0.126	0	0.4124	0.1794	0.0831	0.0258	0	0.1734
mix_69	0.1146	0.0235	0.4612	0.2721	0.031	0	0	0.0977
mix_70	0.0877	0.0343	0.4202	0.0937	0.1084	0.0554	0	0.2004
mix_71	0.1211	0	0.3294	0.2375	0.1066	0.0401	0	0.1652
mix_72	0.0956	0.054	0.294	0.188	0.1402	0.0509	0	0.1773
mix_73	0.0223	0.1235	0.4677	0.0811	0.0884	0.0536	0	0.1634
mix_74	0.1008	0	0.5024	0.3477	0.0298	0	0	0.0194
mix_75	0.0874	0.051	0.5026	0.1698	0.065	0.0222	0	0.102
mix_76	0.1004	0.0284	0.2671	0.309	0.1179	0.0334	0	0.1438
mix_77	0.1069	0.0251	0.4172	0.2976	0.0546	0.0041	0	0.0945
mix_78	0.1237	0.0046	0.43	0.1863	0.0863	0.0394	0	0.1296
mix_79	0.0551	0.1532	0.2766	0.1288	0.1504	0.0785	0	0.1574
mix_80	0.0879	0.0982	0.4057	0.119	0.1283	0.0492	0	0.1117
mix_81	0.1667	0.0049	0.2234	0.1466	0.1926	0.0724	0.016	0.1775
mix_82	0.0928	0.0394	0.251	0.0439	0.1749	0.0801	0	0.3178
mix_83	0.0483	0.0486	0.5478	0.0834	0.058	0.0263	0	0.1876
mix_84	0.0972	0.0169	0.3279	0.2662	0.0936	0.0235	0	0.1746
mix_85	0.1027	0.025	0.2682	0.1839	0.1428	0.0626	0	0.2147
mix_86	0.0949	0.0259	0.4167	0.2936	0.0629	0.0129	0	0.0932
mix_87	0.0856	0	0.4612	0.4532	0	0	0	0
mix_88	0.114	0	0.4424	0.3045	0.0744	0	0	0.0648
mix_89	0.1416	0.1018	0.1709	0.1414	0.1856	0.1034	0.0083	0.147
mix_90	0.0877	0	0.4296	0.4442	0.0124	0	0	0.0262
mix_91	0.0835	0	0.4146	0.313	0.0632	0	0	0.1257
mix_92	0.1133	0	0.475	0.2616	0.0525	0.003	0	0.0947
mix_93	0.0094	0.1686	0.3536	0.0638	0.1397	0.0661	0	0.1988
mix_94	0.082	0	0.5079	0.3535	9e-04	0	0	0.0557
mix_95	0.0957	0	0.597	0.221	0.028	0	0	0.0583
mix_96	0.1342	0	0.3702	0.2555	0.0966	0.0293	0	0.1142
mix_97	0.079	0	0.4833	0.2827	0.0449	0	0	0.11
mix_98	0.0808	0	0.5669	0.1744	0.0626	0.0087	0	0.1066
mix_99	0.0195	0.181	0.2678	0.045	0.1601	0.0663	0	0.2603
mix_100	0.0545	0.0164	0.5038	0.2395	0.0578	0	0	0.1281
